Date,Open,High,Low,Close,Volume
12-08-2021 16:00,146.19,149.05,145.84,148.89,73779113
13-08-2021 16:00,148.97,149.44,148.27,149.1,59375009
16-08-2021 16:00,148.54,151.19,146.47,151.12,103558782
17-08-2021 16:00,150.23,151.68,149.09,150.19,92229735
18-08-2021 16:00,149.8,150.72,146.15,146.36,86325990
19-08-2021 16:00,145.03,148,144.5,146.7,86960310
20-08-2021 16:00,147.44,148.5,146.78,148.19,60549630
23-08-2021 16:00,148.31,150.19,147.89,149.71,60131810
24-08-2021 16:00,149.45,150.86,149.15,149.62,48606428
25-08-2021 16:00,149.81,150.32,147.8,148.36,58991297
26-08-2021 16:00,148.35,149.12,147.51,147.54,48597195
27-08-2021 16:00,147.48,148.75,146.83,148.6,55802388
30-08-2021 16:00,149,153.49,148.61,153.12,90956723
31-08-2021 16:00,152.66,152.8,151.29,151.83,86453117
01-09-2021 16:00,152.83,154.98,152.34,152.51,80313711
02-09-2021 16:00,153.87,154.72,152.4,153.65,71171317
03-09-2021 16:00,153.76,154.63,153.09,154.3,57866066
07-09-2021 16:00,154.97,157.26,154.39,156.69,82278261
08-09-2021 16:00,156.98,157.04,153.98,155.11,74420207
09-09-2021 16:00,155.49,156.11,153.95,154.07,57305730
10-09-2021 16:00,155,155.48,148.7,148.97,140893235
13-09-2021 16:00,150.63,151.42,148.75,149.55,102404329
14-09-2021 16:00,150.35,151.07,146.91,148.12,109296295
15-09-2021 16:00,148.56,149.44,146.37,149.03,83281315
16-09-2021 16:00,148.44,148.97,147.22,148.79,68034149
17-09-2021 16:00,148.82,148.82,145.76,146.06,129868824
20-09-2021 16:00,143.8,144.84,141.27,142.94,123478863
21-09-2021 16:00,143.93,144.6,142.78,143.43,75833962
22-09-2021 16:00,144.45,146.43,143.7,145.85,76404341
23-09-2021 16:00,146.65,147.08,145.64,146.83,64838170
24-09-2021 16:00,145.66,147.47,145.56,146.92,53477869
27-09-2021 16:00,145.47,145.96,143.82,145.37,74150729
28-09-2021 16:00,143.25,144.75,141.69,141.91,108972340
29-09-2021 16:00,142.47,144.45,142.03,142.83,74602044
30-09-2021 16:00,143.66,144.38,141.28,141.5,89056664
01-10-2021 16:00,141.9,142.92,139.11,142.65,94639581
04-10-2021 16:00,141.76,142.21,138.27,139.14,98322008
05-10-2021 16:00,139.49,142.24,139.36,141.11,80861062
06-10-2021 16:00,139.47,142.15,138.37,142,83221119
07-10-2021 16:00,143.06,144.22,142.72,143.29,61732656
08-10-2021 16:00,144.03,144.18,142.56,142.9,58773155
11-10-2021 16:00,142.27,144.81,141.81,142.81,64452219
12-10-2021 16:00,143.23,143.25,141.04,141.51,73035859
13-10-2021 16:00,141.24,141.4,139.2,140.91,78762721
14-10-2021 16:00,142.11,143.88,141.51,143.76,69907100
15-10-2021 16:00,143.77,144.9,143.51,144.84,67940334
18-10-2021 16:00,143.45,146.84,143.16,146.55,85589175
19-10-2021 16:00,147.01,149.17,146.55,148.76,76378894
20-10-2021 16:00,148.7,149.75,148.12,149.26,58418788
21-10-2021 16:00,148.81,149.64,147.87,149.48,61420990
22-10-2021 16:00,149.69,150.18,148.64,148.69,58883443
